item_id::string,URI::string
1641,http://dbpedia.org/resource/The_Full_Monty
1642,http://dbpedia.org/resource/Indian_Summer_(1996_film)
1643,http://dbpedia.org/resource/Mrs_Brown
1644,http://dbpedia.org/resource/I_Know_What_You_Did_Last_Summer
1645,http://dbpedia.org/resource/The_Devil%27s_Advocate_(1997_film)
1646,http://dbpedia.org/resource/RocketMan
1647,http://dbpedia.org/resource/Playing_God_(1997_film)
1648,http://dbpedia.org/resource/The_House_of_Yes
1649,"http://dbpedia.org/resource/Fast,_Cheap_%26_Out_of_Control"
1650,http://dbpedia.org/resource/Washington_Square_(film)
1651,http://dbpedia.org/resource/Telling_Lies_in_America
1652,http://dbpedia.org/resource/Year_of_the_Horse
1653,http://dbpedia.org/resource/Gattaca
1654,http://dbpedia.org/resource/FairyTale:_A_True_Story
1655,http://dbpedia.org/resource/Phantoms_(film)
1656,http://dbpedia.org/resource/Swept_from_the_Sea
1658,http://dbpedia.org/resource/A_Life_Less_Ordinary
1659,http://dbpedia.org/resource/Hurricane_Streets
1660,http://dbpedia.org/resource/Eve%27s_Bayou
1661,http://dbpedia.org/resource/Switchback_(film)
1662,http://dbpedia.org/resource/Gang_Related
1663,http://dbpedia.org/resource/Stripes_(film)
1664,http://dbpedia.org/resource/N%C3%A9nette_and_Boni
1665,http://dbpedia.org/resource/Bean_(film)
1666,http://dbpedia.org/resource/Hugo_Pool
1667,http://dbpedia.org/resource/Mad_City_(film)
1668,http://dbpedia.org/resource/One_Night_Stand_(1997_film)
1669,http://dbpedia.org/resource/The_Tango_Lesson
1670,http://dbpedia.org/resource/Welcome_to_Sarajevo
1671,http://dbpedia.org/resource/Deceiver_(film)
1672,http://dbpedia.org/resource/The_Rainmaker_(1997_film)
1673,http://dbpedia.org/resource/Boogie_Nights
1674,http://dbpedia.org/resource/Witness_(1985_film)
1675,http://dbpedia.org/resource/Incognito_(1997_film)
1676,http://dbpedia.org/resource/Starship_Troopers_(film)
1677,http://dbpedia.org/resource/Critical_Care_(film)
1678,http://dbpedia.org/resource/The_Joy_Luck_Club_(film)
1679,http://dbpedia.org/resource/Chairman_of_the_Board_(film)
1680,http://dbpedia.org/resource/Sliding_Doors
1681,http://dbpedia.org/resource/Mortal_Kombat:_Annihilation
1682,http://dbpedia.org/resource/The_Truman_Show
1683,http://dbpedia.org/resource/The_Wings_of_the_Dove_(1997_film)
1684,http://dbpedia.org/resource/Mrs_Dalloway_(film)
1685,"http://dbpedia.org/resource/I_Love_You,_I_Love_You_Not"
1686,http://dbpedia.org/resource/Red_Corner
1687,http://dbpedia.org/resource/The_Jackal_(1997_film)
1688,http://dbpedia.org/resource/Anastasia_(1997_film)
1689,http://dbpedia.org/resource/The_Man_Who_Knew_Too_Little
1690,http://dbpedia.org/resource/Alien_Resurrection
1693,http://dbpedia.org/resource/Amistad_(film)
1694,http://dbpedia.org/resource/The_Apostle
1695,http://dbpedia.org/resource/Artemisia_(film)
1696,http://dbpedia.org/resource/Bent_(1997_film)
1697,http://dbpedia.org/resource/Bang_(film)
1698,http://dbpedia.org/resource/Les_Boys
1699,http://dbpedia.org/resource/The_Butcher_Boy_(1997_film)
1701,http://dbpedia.org/resource/Deconstructing_Harry
1702,http://dbpedia.org/resource/Flubber_(film)
1703,http://dbpedia.org/resource/For_Richer_or_Poorer
1704,http://dbpedia.org/resource/Good_Will_Hunting
1705,http://dbpedia.org/resource/Guy_(1996_film)
1707,http://dbpedia.org/resource/Home_Alone_3
1708,http://dbpedia.org/resource/Ill_Gotten_Gains
1711,http://dbpedia.org/resource/Midnight_in_the_Garden_of_Good_and_Evil_(film)
1713,http://dbpedia.org/resource/Mouse_Hunt
1714,http://dbpedia.org/resource/Never_Met_Picasso
1715,http://dbpedia.org/resource/Office_Killer
1717,http://dbpedia.org/resource/Scream_2
1718,http://dbpedia.org/resource/Stranger_in_the_House_(1997_film)
1719,http://dbpedia.org/resource/The_Sweet_Hereafter_(film)
1721,http://dbpedia.org/resource/Titanic_(1997_film)
1722,http://dbpedia.org/resource/Tomorrow_Never_Dies
1723,http://dbpedia.org/resource/Twisted_(1996_film)
1724,http://dbpedia.org/resource/Full_Speed_(1996_film)
1725,http://dbpedia.org/resource/The_Education_of_Little_Tree_(film)
1726,http://dbpedia.org/resource/The_Postman_(film)
1727,http://dbpedia.org/resource/The_Horse_Whisperer_(film)
1728,http://dbpedia.org/resource/The_Winter_Guest
1729,http://dbpedia.org/resource/Jackie_Brown
1730,http://dbpedia.org/resource/Kundun
1731,http://dbpedia.org/resource/Mr._Magoo_(film)
1732,http://dbpedia.org/resource/The_Big_Lebowski
1733,http://dbpedia.org/resource/Afterglow_(1997_film)
1734,http://dbpedia.org/resource/Ma_vie_en_rose
1735,http://dbpedia.org/resource/Great_Expectations_(1998_film)
1739,http://dbpedia.org/resource/3_Ninjas:_High_Noon_at_Mega_Mountain
1742,http://dbpedia.org/resource/Caught_Up_(film)
1744,http://dbpedia.org/resource/Firestorm_(1998_film)
1746,http://dbpedia.org/resource/Senseless
1747,http://dbpedia.org/resource/Wag_the_Dog
1748,http://dbpedia.org/resource/Dark_City_(1998_film)
1749,http://dbpedia.org/resource/The_Leading_Man
1750,http://dbpedia.org/resource/Star_Kid
1752,http://dbpedia.org/resource/Hard_Rain_(film)
1753,http://dbpedia.org/resource/Half_Baked
1754,http://dbpedia.org/resource/Fallen_(1998_film)
1755,http://dbpedia.org/resource/Shooting_Fish
1756,http://dbpedia.org/resource/The_Prophecy_II
1757,http://dbpedia.org/resource/Fallen_Angels_(1995_film)
1759,http://dbpedia.org/resource/Four_Days_in_September
1760,http://dbpedia.org/resource/Spice_World_(film)
1762,http://dbpedia.org/resource/Deep_Rising
1765,http://dbpedia.org/resource/A_Letter_from_Death_Row_(film)
1767,http://dbpedia.org/resource/Music_from_Another_Room_(film)
1768,http://dbpedia.org/resource/Mother_and_Son_(1997_film)
1769,http://dbpedia.org/resource/The_Replacement_Killers
1770,http://dbpedia.org/resource/B._Monkey
1771,http://dbpedia.org/resource/The_Night_Flier_(film)
1772,http://dbpedia.org/resource/Blues_Brothers_2000
1773,http://dbpedia.org/resource/Tokyo_Fist
1776,http://dbpedia.org/resource/Ride_(1998_film)
1777,http://dbpedia.org/resource/The_Wedding_Singer
1779,http://dbpedia.org/resource/Sphere_(1998_film)
1780,http://dbpedia.org/resource/Ayn_Rand:_A_Sense_of_Life
1781,http://dbpedia.org/resource/A_Further_Gesture
1782,http://dbpedia.org/resource/Little_City
1783,http://dbpedia.org/resource/Palmetto_(film)
1784,http://dbpedia.org/resource/As_Good_as_It_Gets
1785,http://dbpedia.org/resource/King_of_New_York
1788,http://dbpedia.org/resource/Men_with_Guns
1791,http://dbpedia.org/resource/Twilight_(1998_film)
1792,http://dbpedia.org/resource/U.S._Marshals_(film)
1793,http://dbpedia.org/resource/Welcome_to_Woop_Woop
1794,http://dbpedia.org/resource/Love_and_Death_on_Long_Island
1795,http://dbpedia.org/resource/Midaq_Alley
1796,http://dbpedia.org/resource/In_God%27s_Hands_(film)
1797,http://dbpedia.org/resource/Everest_(1998_film)
1798,http://dbpedia.org/resource/Hush_(1998_film)
1799,http://dbpedia.org/resource/Suicide_Kings
1801,http://dbpedia.org/resource/The_Man_in_the_Iron_Mask_(1998_film)
1804,http://dbpedia.org/resource/The_Newton_Boys
1805,http://dbpedia.org/resource/Wild_Things_(film)
1806,http://dbpedia.org/resource/Paulie
1807,"http://dbpedia.org/resource/A_Cool,_Dry_Place"
1809,http://dbpedia.org/resource/Hana-bi
1810,http://dbpedia.org/resource/Primary_Colors_(film)
1811,"http://dbpedia.org/resource/Niagara,_Niagara"
1812,http://dbpedia.org/resource/Wide_Awake_(1998_film)
1814,http://dbpedia.org/resource/A_Price_Above_Rubies
1816,http://dbpedia.org/resource/Two_Girls_and_a_Guy
1817,http://dbpedia.org/resource/No_Looking_Back_(film)
1820,http://dbpedia.org/resource/The_Proposition_(1998_film)
1821,http://dbpedia.org/resource/The_Object_of_My_Affection
1822,http://dbpedia.org/resource/Meet_the_Deedles
1824,http://dbpedia.org/resource/Homegrown_(film)
1825,http://dbpedia.org/resource/The_Players_Club
1826,http://dbpedia.org/resource/Barney%27s_Great_Adventure
1827,http://dbpedia.org/resource/The_Big_One_(film)
1829,http://dbpedia.org/resource/Chinese_Box
1831,http://dbpedia.org/resource/Lost_in_Space_(film)
1832,http://dbpedia.org/resource/Heaven%27s_Burning
1833,http://dbpedia.org/resource/Mercury_Rising
1834,http://dbpedia.org/resource/The_Spanish_Prisoner
1835,http://dbpedia.org/resource/City_of_Angels_(film)
1836,http://dbpedia.org/resource/The_Last_Days_of_Disco
1837,http://dbpedia.org/resource/The_Odd_Couple_II
1839,http://dbpedia.org/resource/My_Giant
1840,http://dbpedia.org/resource/He_Got_Game
1841,http://dbpedia.org/resource/The_Gingerbread_Man_(film)
1842,http://dbpedia.org/resource/Illtown
1843,http://dbpedia.org/resource/Slappy_and_the_Stinkers
1844,http://dbpedia.org/resource/Live_Flesh_(film)
1845,http://dbpedia.org/resource/Zero_Effect
1846,http://dbpedia.org/resource/Nil_by_Mouth_(film)
1848,http://dbpedia.org/resource/The_Borrowers_(1997_film)
1849,http://dbpedia.org/resource/Prince_Valiant_(1997_film)
1850,"http://dbpedia.org/resource/I_Love_You,_Don%27t_Touch_Me!"
1851,http://dbpedia.org/resource/Leather_Jacket_Love_Story
1852,http://dbpedia.org/resource/Love_Walked_In_(1997_film)
1853,http://dbpedia.org/resource/An_Alan_Smithee_Film:_Burn_Hollywood_Burn
1854,http://dbpedia.org/resource/Kissing_a_Fool
1855,http://dbpedia.org/resource/Krippendorf%27s_Tribe
1856,http://dbpedia.org/resource/Kurt_%26_Courtney
1857,http://dbpedia.org/resource/The_Real_Blonde
1858,http://dbpedia.org/resource/Mr._Nice_Guy_(1997_film)
1859,http://dbpedia.org/resource/Taste_of_Cherry
1860,http://dbpedia.org/resource/Character_(film)
1861,http://dbpedia.org/resource/Junk_Mail_(film)
1862,http://dbpedia.org/resource/Species_II
1863,http://dbpedia.org/resource/Major_League:_Back_to_the_Minors
1864,http://dbpedia.org/resource/Sour_Grapes_(1998_film)
1865,http://dbpedia.org/resource/Wild_Man_Blues
1866,http://dbpedia.org/resource/The_Big_Hit
1867,http://dbpedia.org/resource/Tarzan_and_the_Lost_City
1869,http://dbpedia.org/resource/Black_Dog_(film)
1870,"http://dbpedia.org/resource/Dancer,_Texas_Pop._81"
1871,http://dbpedia.org/resource/A_Friend_of_the_Deceased
1872,http://dbpedia.org/resource/Go_Now_(film)
1873,http://dbpedia.org/resource/Les_Mis%C3%A9rables_(1998_film)
1874,http://dbpedia.org/resource/Still_Breathing_(film)
1875,http://dbpedia.org/resource/Clockwatchers
1876,http://dbpedia.org/resource/Deep_Impact_(film)
1877,http://dbpedia.org/resource/Little_Men_(1998_film)
1878,http://dbpedia.org/resource/Woo_(film)
1879,http://dbpedia.org/resource/The_Hanging_Garden_(film)
1880,http://dbpedia.org/resource/Lawn_Dogs
1881,http://dbpedia.org/resource/Quest_for_Camelot
1882,http://dbpedia.org/resource/Godzilla_(1998_film)
1883,http://dbpedia.org/resource/Bulworth
1884,http://dbpedia.org/resource/Fear_and_Loathing_in_Las_Vegas_(film)
1885,http://dbpedia.org/resource/The_Opposite_of_Sex
1886,http://dbpedia.org/resource/I_Got_the_Hook-Up
1887,http://dbpedia.org/resource/Almost_Heroes
1888,http://dbpedia.org/resource/Hope_Floats
1889,http://dbpedia.org/resource/Insomnia_(1997_film)
1890,http://dbpedia.org/resource/Little_Boy_Blue_(film)
1891,http://dbpedia.org/resource/The_Ugly
1892,http://dbpedia.org/resource/A_Perfect_Murder
1893,http://dbpedia.org/resource/Beyond_Silence_(1996_film)
1894,"http://dbpedia.org/resource/Six_Days,_Seven_Nights"
1895,http://dbpedia.org/resource/Can%27t_Hardly_Wait
1896,http://dbpedia.org/resource/Cousin_Bette_(1998_film)
1897,http://dbpedia.org/resource/High_Art
1898,http://dbpedia.org/resource/The_Land_Girls
1899,http://dbpedia.org/resource/Passion_in_the_Desert
1900,http://dbpedia.org/resource/Children_of_Heaven
1901,http://dbpedia.org/resource/Dear_Jesse
1902,http://dbpedia.org/resource/Dream_for_an_Insomniac
1903,http://dbpedia.org/resource/Hav_Plenty
1904,http://dbpedia.org/resource/Henry_Fool
1905,http://dbpedia.org/resource/Marie_from_the_Bay_of_Angels
1906,http://dbpedia.org/resource/Mr._Jealousy
1907,http://dbpedia.org/resource/Mulan_(1998_film)
1908,http://dbpedia.org/resource/Resurrection_Man_(film)
1909,http://dbpedia.org/resource/The_X-Files_(film)
1910,http://dbpedia.org/resource/I_Went_Down
1911,http://dbpedia.org/resource/Dr._Dolittle_(1998_film)
1912,http://dbpedia.org/resource/Out_of_Sight
1913,http://dbpedia.org/resource/Picnic_at_Hanging_Rock_(film)
1914,http://dbpedia.org/resource/Smoke_Signals_(film)
1915,http://dbpedia.org/resource/Voyage_to_the_Beginning_of_the_World
1916,http://dbpedia.org/resource/Buffalo_%2766
1917,http://dbpedia.org/resource/Armageddon_(1998_film)
1918,http://dbpedia.org/resource/Lethal_Weapon_4
1919,http://dbpedia.org/resource/Madeline_(1998_film)
1920,http://dbpedia.org/resource/Small_Soldiers
1921,http://dbpedia.org/resource/Pi_(film)
1922,http://dbpedia.org/resource/Whatever_(1998_film)
1923,http://dbpedia.org/resource/There%27s_Something_About_Mary
1924,http://dbpedia.org/resource/Plan_9_from_Outer_Space
1925,http://dbpedia.org/resource/Wings_(1927_film)
1926,http://dbpedia.org/resource/The_Broadway_Melody
1927,http://dbpedia.org/resource/All_Quiet_on_the_Western_Front_(1930_film)
1928,http://dbpedia.org/resource/Cimarron_(1931_film)
1929,http://dbpedia.org/resource/Grand_Hotel_(1932_film)
1930,http://dbpedia.org/resource/Cavalcade_(1933_film)
1931,http://dbpedia.org/resource/Mutiny_on_the_Bounty_(1935_film)
1932,http://dbpedia.org/resource/The_Great_Ziegfeld
1933,http://dbpedia.org/resource/The_Life_of_Emile_Zola
1934,http://dbpedia.org/resource/You_Can%27t_Take_It_with_You_(film)
1935,http://dbpedia.org/resource/How_Green_Was_My_Valley_(film)
1936,http://dbpedia.org/resource/Mrs._Miniver
1937,http://dbpedia.org/resource/Going_My_Way
1938,http://dbpedia.org/resource/The_Lost_Weekend_(film)
1939,http://dbpedia.org/resource/The_Best_Years_of_Our_Lives
1940,http://dbpedia.org/resource/Gentleman%27s_Agreement
1941,http://dbpedia.org/resource/Hamlet_(1948_film)
1942,http://dbpedia.org/resource/All_the_King%27s_Men_(1949_film)
1943,http://dbpedia.org/resource/The_Greatest_Show_on_Earth_(film)
1944,http://dbpedia.org/resource/From_Here_to_Eternity
1945,http://dbpedia.org/resource/On_the_Waterfront
1946,http://dbpedia.org/resource/Marty_(film)
1947,http://dbpedia.org/resource/West_Side_Story_(1961_film)
1948,http://dbpedia.org/resource/Tom_Jones_(1963_film)
1949,http://dbpedia.org/resource/A_Man_for_All_Seasons_(1966_film)
1950,http://dbpedia.org/resource/In_the_Heat_of_the_Night_(film)
1951,http://dbpedia.org/resource/Oliver!_(film)
1952,http://dbpedia.org/resource/Midnight_Cowboy
1953,http://dbpedia.org/resource/The_French_Connection_(film)
1954,http://dbpedia.org/resource/Rocky
1955,http://dbpedia.org/resource/Kramer_vs._Kramer
1956,http://dbpedia.org/resource/Ordinary_People
1957,http://dbpedia.org/resource/Chariots_of_Fire
1958,http://dbpedia.org/resource/Terms_of_Endearment
1959,http://dbpedia.org/resource/Out_of_Africa_(film)
1960,http://dbpedia.org/resource/The_Last_Emperor
1961,http://dbpedia.org/resource/Rain_Man
1962,http://dbpedia.org/resource/Driving_Miss_Daisy
1963,http://dbpedia.org/resource/Take_the_Money_and_Run
1964,http://dbpedia.org/resource/Klute
1965,http://dbpedia.org/resource/Repo_Man_(film)
1966,http://dbpedia.org/resource/Metropolitan_(1990_film)
1967,http://dbpedia.org/resource/Labyrinth_(1986_film)
1968,http://dbpedia.org/resource/The_Breakfast_Club
1969,http://dbpedia.org/resource/A_Nightmare_on_Elm_Street_2:_Freddy%27s_Revenge
1970,http://dbpedia.org/resource/A_Nightmare_on_Elm_Street_3:_Dream_Warriors
1971,http://dbpedia.org/resource/A_Nightmare_on_Elm_Street_4:_The_Dream_Master
1972,http://dbpedia.org/resource/A_Nightmare_on_Elm_Street_5:_The_Dream_Child
1973,http://dbpedia.org/resource/Freddy%27s_Dead:_The_Final_Nightmare
1974,http://dbpedia.org/resource/Friday_the_13th_(1980_film)
1975,http://dbpedia.org/resource/Friday_the_13th_Part_2
1976,http://dbpedia.org/resource/Friday_the_13th_Part_III
1977,http://dbpedia.org/resource/Friday_the_13th:_The_Final_Chapter
1978,http://dbpedia.org/resource/Friday_the_13th:_A_New_Beginning
1979,http://dbpedia.org/resource/Friday_the_13th_Part_VI:_Jason_Lives
1980,http://dbpedia.org/resource/Friday_the_13th_Part_VII:_The_New_Blood
1981,http://dbpedia.org/resource/Friday_the_13th_Part_VIII:_Jason_Takes_Manhattan
1982,http://dbpedia.org/resource/Halloween_(1978_film)
1983,http://dbpedia.org/resource/Halloween_II_(1981_film)
1984,http://dbpedia.org/resource/Halloween_III:_Season_of_the_Witch
1985,http://dbpedia.org/resource/Halloween_4:_The_Return_of_Michael_Myers
1986,http://dbpedia.org/resource/Halloween_5:_The_Revenge_of_Michael_Myers
1987,http://dbpedia.org/resource/Prom_Night_(1980_film)
1988,http://dbpedia.org/resource/Hello_Mary_Lou:_Prom_Night_II
1989,http://dbpedia.org/resource/Prom_Night_III:_The_Last_Kiss
1990,http://dbpedia.org/resource/Prom_Night_IV:_Deliver_Us_from_Evil
1991,http://dbpedia.org/resource/Child%27s_Play_(1988_film)
1992,http://dbpedia.org/resource/Child%27s_Play_2
1993,http://dbpedia.org/resource/Child%27s_Play_3
1994,http://dbpedia.org/resource/Poltergeist_(1982_film)
1995,http://dbpedia.org/resource/Poltergeist_II:_The_Other_Side
1996,http://dbpedia.org/resource/Poltergeist_III
1997,http://dbpedia.org/resource/The_Exorcist_(film)
1998,http://dbpedia.org/resource/Exorcist_II:_The_Heretic
1999,http://dbpedia.org/resource/The_Exorcist_III
2000,http://dbpedia.org/resource/Lethal_Weapon
2001,http://dbpedia.org/resource/Lethal_Weapon_2
2002,http://dbpedia.org/resource/Lethal_Weapon_3
2003,http://dbpedia.org/resource/Gremlins
2004,http://dbpedia.org/resource/Gremlins_2:_The_New_Batch
2005,http://dbpedia.org/resource/The_Goonies
2006,http://dbpedia.org/resource/The_Mask_of_Zorro
2007,http://dbpedia.org/resource/Polish_Wedding
2008,"http://dbpedia.org/resource/This_World,_Then_the_Fireworks"
2009,http://dbpedia.org/resource/Soylent_Green
2010,http://dbpedia.org/resource/Metropolis_(1927_film)
2011,http://dbpedia.org/resource/Back_to_the_Future_Part_II
2012,http://dbpedia.org/resource/Back_to_the_Future_Part_III
2013,http://dbpedia.org/resource/The_Poseidon_Adventure_(1972_film)
2014,http://dbpedia.org/resource/Freaky_Friday_(1976_film)
2015,http://dbpedia.org/resource/The_Absent-Minded_Professor
2016,http://dbpedia.org/resource/The_Apple_Dumpling_Gang_Rides_Again
2017,http://dbpedia.org/resource/Babes_in_Toyland_(1961_film)
2018,http://dbpedia.org/resource/Bambi
2019,http://dbpedia.org/resource/Seven_Samurai
2020,http://dbpedia.org/resource/Dangerous_Liaisons
2021,http://dbpedia.org/resource/Dune_(1984_film)
2022,http://dbpedia.org/resource/The_Last_Temptation_of_Christ_(film)
2023,http://dbpedia.org/resource/The_Godfather_Part_III
2024,http://dbpedia.org/resource/The_Rapture_(1991_film)
2025,http://dbpedia.org/resource/Lolita_(1997_film)
2026,http://dbpedia.org/resource/Disturbing_Behavior
2027,http://dbpedia.org/resource/Mafia!
2028,http://dbpedia.org/resource/Saving_Private_Ryan
2029,http://dbpedia.org/resource/Billy%27s_Hollywood_Screen_Kiss
2030,"http://dbpedia.org/resource/East_Palace,_West_Palace"
2031,http://dbpedia.org/resource/The_Million_Dollar_Duck
2032,http://dbpedia.org/resource/The_Barefoot_Executive
2033,http://dbpedia.org/resource/The_Black_Cauldron_(film)
2034,http://dbpedia.org/resource/The_Black_Hole_(1979_film)
2035,http://dbpedia.org/resource/Blackbeard%27s_Ghost
2036,http://dbpedia.org/resource/Blank_Check_(film)
2037,http://dbpedia.org/resource/Candleshoe
2038,http://dbpedia.org/resource/The_Cat_from_Outer_Space
2039,http://dbpedia.org/resource/Cheetah_(1989_film)
2040,http://dbpedia.org/resource/The_Computer_Wore_Tennis_Shoes
2041,http://dbpedia.org/resource/Condorman
2042,http://dbpedia.org/resource/D2:_The_Mighty_Ducks
2043,http://dbpedia.org/resource/Darby_O%27Gill_and_the_Little_People
2044,http://dbpedia.org/resource/The_Devil_and_Max_Devlin
2045,http://dbpedia.org/resource/A_Far_Off_Place
2046,http://dbpedia.org/resource/Flight_of_the_Navigator
2047,http://dbpedia.org/resource/The_Gnome-Mobile
2048,http://dbpedia.org/resource/The_Great_Mouse_Detective
2049,http://dbpedia.org/resource/The_Happiest_Millionaire
2050,http://dbpedia.org/resource/Herbie_Goes_Bananas
2051,http://dbpedia.org/resource/Herbie_Goes_to_Monte_Carlo
2052,http://dbpedia.org/resource/Hocus_Pocus_(1993_film)
2053,"http://dbpedia.org/resource/Honey,_I_Blew_Up_the_Kid"
2054,"http://dbpedia.org/resource/Honey,_I_Shrunk_the_Kids"
2055,http://dbpedia.org/resource/Hot_Lead_and_Cold_Feet
2056,http://dbpedia.org/resource/In_Search_of_the_Castaways_(film)
2057,http://dbpedia.org/resource/The_Incredible_Journey_(film)
2058,http://dbpedia.org/resource/The_Negotiator
2059,http://dbpedia.org/resource/The_Parent_Trap_(1998_film)
2060,http://dbpedia.org/resource/BASEketball
2061,http://dbpedia.org/resource/Full_Tilt_Boogie
2062,http://dbpedia.org/resource/The_Governess
2063,http://dbpedia.org/resource/Seventh_Heaven_(1997_film)
2064,http://dbpedia.org/resource/Roger_%26_Me
2065,http://dbpedia.org/resource/The_Purple_Rose_of_Cairo
2066,http://dbpedia.org/resource/Out_of_the_Past
2067,http://dbpedia.org/resource/Doctor_Zhivago_(film)
2068,http://dbpedia.org/resource/Fanny_and_Alexander
2069,http://dbpedia.org/resource/The_Trip_to_Bountiful
2070,http://dbpedia.org/resource/Tender_Mercies
2071,http://dbpedia.org/resource/And_the_Band_Played_On_(film)
2072,http://dbpedia.org/resource/The_%27Burbs
2073,http://dbpedia.org/resource/Fandango_(1985_film)
2074,http://dbpedia.org/resource/The_Night_Porter
2075,http://dbpedia.org/resource/Mephisto_(1981_film)
2076,http://dbpedia.org/resource/Blue_Velvet_(film)
2077,http://dbpedia.org/resource/The_Journey_of_Natty_Gann
2078,http://dbpedia.org/resource/The_Jungle_Book_(1967_film)
2079,http://dbpedia.org/resource/Kidnapped_(1960_film)
2080,http://dbpedia.org/resource/Lady_and_the_Tramp
2081,http://dbpedia.org/resource/The_Little_Mermaid_(1989_film)
2082,http://dbpedia.org/resource/The_Mighty_Ducks_(film)
2083,http://dbpedia.org/resource/The_Muppet_Christmas_Carol
2084,http://dbpedia.org/resource/Newsies
2085,http://dbpedia.org/resource/One_Hundred_and_One_Dalmatians
2086,http://dbpedia.org/resource/One_Magic_Christmas
2087,http://dbpedia.org/resource/Peter_Pan_(1953_film)
2088,http://dbpedia.org/resource/Popeye_(film)
2089,http://dbpedia.org/resource/The_Rescuers_Down_Under
2090,http://dbpedia.org/resource/The_Rescuers
2091,http://dbpedia.org/resource/Return_from_Witch_Mountain
2092,http://dbpedia.org/resource/The_Return_of_Jafar
2093,http://dbpedia.org/resource/Return_to_Oz
2094,http://dbpedia.org/resource/The_Rocketeer_(film)
2095,http://dbpedia.org/resource/The_Shaggy_D.A.
2096,http://dbpedia.org/resource/Sleeping_Beauty_(1959_film)
2097,http://dbpedia.org/resource/Something_Wicked_This_Way_Comes_(film)
2098,http://dbpedia.org/resource/Son_of_Flubber
2099,http://dbpedia.org/resource/Song_of_the_South
2100,http://dbpedia.org/resource/Splash_(film)
2101,http://dbpedia.org/resource/Squanto:_A_Warrior%27s_Tale
2102,http://dbpedia.org/resource/Steamboat_Willie
2103,http://dbpedia.org/resource/Tall_Tale_(film)
2104,http://dbpedia.org/resource/Tex_(film)
2105,http://dbpedia.org/resource/Tron
2106,http://dbpedia.org/resource/Swing_Kids_(1993_film)
2107,http://dbpedia.org/resource/Halloween_H20:_20_Years_Later
2108,http://dbpedia.org/resource/L.A._Story
2109,http://dbpedia.org/resource/The_Jerk
2110,http://dbpedia.org/resource/Dead_Men_Don%27t_Wear_Plaid
2111,http://dbpedia.org/resource/The_Man_with_Two_Brains
2112,http://dbpedia.org/resource/Grand_Canyon_(1991_film)
2113,http://dbpedia.org/resource/Graveyard_Shift_(1990_film)
2114,http://dbpedia.org/resource/The_Outsiders_(film)
2115,http://dbpedia.org/resource/Indiana_Jones_and_the_Temple_of_Doom
2116,http://dbpedia.org/resource/The_Lord_of_the_Rings_(1978_film)
2117,http://dbpedia.org/resource/Nineteen_Eighty-Four_(1984_film)
2118,http://dbpedia.org/resource/The_Dead_Zone_(film)
2119,http://dbpedia.org/resource/Maximum_Overdrive
2120,http://dbpedia.org/resource/Needful_Things_(film)
2121,http://dbpedia.org/resource/Cujo_(film)
2122,http://dbpedia.org/resource/Children_of_the_Corn_(1984_film)
2123,http://dbpedia.org/resource/All_Dogs_Go_to_Heaven
2124,http://dbpedia.org/resource/The_Addams_Family_(1991_film)
2125,http://dbpedia.org/resource/Ever_After
2126,http://dbpedia.org/resource/Snake_Eyes_(1998_film)
2127,"http://dbpedia.org/resource/First_Love,_Last_Rites_(film)"
2128,http://dbpedia.org/resource/Safe_Men
2129,http://dbpedia.org/resource/The_Saltmen_of_Tibet
2130,http://dbpedia.org/resource/Atlantic_City_(1980_film)
2131,http://dbpedia.org/resource/Autumn_Sonata
2132,http://dbpedia.org/resource/Who%27s_Afraid_of_Virginia_Woolf%3F_(film)
2133,http://dbpedia.org/resource/Adventures_in_Babysitting
2134,http://dbpedia.org/resource/Weird_Science_(film)
2135,http://dbpedia.org/resource/Doctor_Dolittle_(1967_film)
2136,http://dbpedia.org/resource/The_Nutty_Professor_(1963_film)
2137,http://dbpedia.org/resource/Charlotte%27s_Web_(1973_film)
2138,http://dbpedia.org/resource/Watership_Down_(film)
2139,http://dbpedia.org/resource/The_Secret_of_NIMH
2140,http://dbpedia.org/resource/The_Dark_Crystal
2141,http://dbpedia.org/resource/An_American_Tail
2142,http://dbpedia.org/resource/An_American_Tail:_Fievel_Goes_West
2143,http://dbpedia.org/resource/Legend_(1985_film)
2144,http://dbpedia.org/resource/Sixteen_Candles
2145,http://dbpedia.org/resource/Pretty_in_Pink
2146,http://dbpedia.org/resource/St._Elmo%27s_Fire_(film)
2147,http://dbpedia.org/resource/The_Clan_of_the_Cave_Bear_(film)
2148,http://dbpedia.org/resource/House_(1986_film)
2149,http://dbpedia.org/resource/House_II:_The_Second_Story
2150,http://dbpedia.org/resource/The_Gods_Must_Be_Crazy
2151,http://dbpedia.org/resource/The_Gods_Must_Be_Crazy_II
2152,http://dbpedia.org/resource/Air_Bud:_Golden_Receiver
2153,http://dbpedia.org/resource/The_Avengers_(1998_film)
2154,http://dbpedia.org/resource/How_Stella_Got_Her_Groove_Back
2155,http://dbpedia.org/resource/Slums_of_Beverly_Hills
2156,http://dbpedia.org/resource/The_Best_Man_(1998_film)
2157,http://dbpedia.org/resource/The_Chambermaid_on_the_Titanic
2158,"http://dbpedia.org/resource/Henry:_Portrait_of_a_Serial_Killer,_Part_II"
2159,http://dbpedia.org/resource/Henry:_Portrait_of_a_Serial_Killer
